timestamp,x,y,velocity,altitude,mode,battery,signal
2026-04-01T21:52:34.114310,50.0,45.0,5.0,14.1,MANUAL,0,3
2026-04-01T21:52:35.072026,50.0,50.0,5.0,15.1,MANUAL,0,3
2026-04-01T21:52:36.096781,45.0,50.0,5.0,16.1,MANUAL,0,3
2026-04-01T21:52:37.086111,40.0,50.0,5.0,17.0,MANUAL,0,4
2026-04-01T21:52:38.104699,35.0,50.0,5.0,17.9,MANUAL,0,4
2026-04-01T21:52:39.181402,30.0,50.0,5.0,18.6,MANUAL,0,4
2026-04-01T21:52:40.083131,25.0,50.0,5.0,19.3,MANUAL,0,4
2026-04-01T21:52:41.234769,20.0,50.0,5.0,19.7,MANUAL,0,4
2026-04-01T21:52:42.106704,15.0,50.0,5.0,19.9,MANUAL,0,4
2026-04-01T21:52:43.380359,10.0,50.0,5.0,20.0,MANUAL,0,4
2026-04-01T21:52:44.126100,5.0,50.0,5.0,19.8,MANUAL,0,3
2026-04-01T21:52:45.092963,0.0,50.0,5.0,19.5,MANUAL,0,3
2026-04-01T21:52:46.075099,0.0,45.0,5.0,19.0,MANUAL,0,3
2026-04-01T21:52:47.113543,0.0,40.0,5.0,18.3,MANUAL,0,3
2026-04-01T21:52:48.109879,0.0,35.0,5.0,17.5,MANUAL,0,4
2026-04-01T21:52:49.143307,0.0,30.0,5.0,16.6,MANUAL,0,4
2026-04-01T21:52:50.058993,0.0,25.0,5.0,15.6,MANUAL,0,4
2026-04-01T21:52:50.877619,0.0,0.0,5.0,15.0,WAYPOINT,99,3
2026-04-01T21:52:51.137208,0.0,20.0,5.0,14.6,MANUAL,0,4
2026-04-01T21:52:51.898114,5.0,0.0,5.0,16.0,WAYPOINT,99,3
2026-04-01T21:52:52.089356,0.0,15.0,5.0,13.6,MANUAL,0,4
2026-04-01T21:52:53.194488,10.0,0.0,5.0,16.9,WAYPOINT,98,4
2026-04-01T21:52:53.197597,0.0,10.0,5.0,12.7,MANUAL,0,4
2026-04-01T21:52:53.905839,15.0,0.0,5.0,17.8,WAYPOINT,98,4
2026-04-01T21:52:54.096392,0.0,5.0,5.0,11.9,MANUAL,0,4
2026-04-01T21:52:54.916254,20.0,0.0,5.0,18.6,WAYPOINT,97,4
2026-04-01T21:52:55.092291,0.0,0.0,5.0,11.2,WAYPOINT,0,3
2026-04-01T21:52:56.058773,25.0,0.0,5.0,19.2,WAYPOINT,97,4
2026-04-01T21:52:56.977924,5.0,0.0,5.0,10.6,WAYPOINT,0,3
2026-04-01T21:52:59.270813,10.0,0.0,5.0,10.2,WAYPOINT,0,3
2026-04-01T21:53:00.992887,30.0,0.0,5.0,19.7,WAYPOINT,96,4
2026-04-01T21:53:03.466675,35.0,0.0,5.0,19.9,WAYPOINT,96,4
2026-04-01T21:53:03.472012,15.0,0.0,5.0,10.0,WAYPOINT,0,4
2026-04-01T21:53:03.472600,40.0,0.0,5.0,20.0,WAYPOINT,95,4
2026-04-01T21:53:03.472774,20.0,0.0,5.0,10.0,WAYPOINT,0,4
2026-04-01T21:53:03.473013,45.0,0.0,5.0,19.9,WAYPOINT,95,3
2026-04-01T21:53:03.473186,25.0,0.0,5.0,10.2,WAYPOINT,0,4
2026-04-01T21:53:03.473329,50.0,0.0,5.0,19.5,WAYPOINT,94,3
2026-04-01T21:53:03.473478,30.0,0.0,5.0,10.6,WAYPOINT,0,4
2026-04-01T21:53:03.473703,50.0,5.0,5.0,19.0,WAYPOINT,94,3
2026-04-01T21:53:03.473898,35.0,0.0,5.0,11.2,WAYPOINT,0,4
2026-04-01T21:53:03.474033,50.0,10.0,5.0,18.4,WAYPOINT,93,3
2026-04-01T21:53:03.775682,40.0,0.0,5.0,11.9,WAYPOINT,0,4
2026-04-01T21:53:04.184792,50.0,15.0,5.0,17.6,WAYPOINT,93,4
2026-04-01T21:53:04.184956,45.0,0.0,5.0,12.8,WAYPOINT,0,4
2026-04-01T21:53:04.903679,50.0,20.0,5.0,16.7,WAYPOINT,92,4
2026-04-01T21:53:05.117917,50.0,0.0,5.0,13.7,WAYPOINT,0,3
2026-04-01T21:53:05.978785,50.0,25.0,5.0,15.7,WAYPOINT,92,4
2026-04-01T21:53:06.129953,50.0,5.0,5.0,14.7,WAYPOINT,0,3
2026-04-01T21:53:06.913291,50.0,30.0,5.0,14.7,WAYPOINT,91,4
2026-04-01T21:53:07.106838,50.0,10.0,5.0,15.7,WAYPOINT,0,3
2026-04-01T21:53:07.980243,50.0,35.0,5.0,13.7,WAYPOINT,91,4
2026-04-01T21:53:08.113531,50.0,15.0,5.0,16.6,WAYPOINT,0,3
2026-04-01T21:53:08.942992,50.0,40.0,5.0,12.8,WAYPOINT,90,4
2026-04-01T21:53:09.123063,50.0,20.0,5.0,17.5,WAYPOINT,0,4
2026-04-01T21:53:09.899063,50.0,45.0,5.0,11.9,WAYPOINT,90,4
2026-04-01T21:53:10.078538,50.0,25.0,5.0,18.4,WAYPOINT,0,4
2026-04-01T21:53:10.951848,50.0,50.0,5.0,11.2,WAYPOINT,89,3
2026-04-01T21:53:11.099211,50.0,30.0,5.0,19.0,WAYPOINT,0,4
2026-04-01T21:53:11.886442,45.0,50.0,5.0,10.6,WAYPOINT,89,3
2026-04-01T21:53:12.107336,50.0,35.0,5.0,19.5,WAYPOINT,0,4
2026-04-01T21:53:12.895737,40.0,50.0,5.0,10.2,WAYPOINT,88,3
2026-04-01T21:53:13.094403,50.0,40.0,5.0,19.9,WAYPOINT,0,4
2026-04-01T21:53:13.940161,35.0,50.0,5.0,10.0,WAYPOINT,88,4
2026-04-01T21:53:14.104292,50.0,45.0,5.0,20.0,WAYPOINT,0,4
2026-04-01T21:53:14.904858,30.0,50.0,5.0,10.0,WAYPOINT,87,4
2026-04-01T21:53:15.137171,50.0,50.0,5.0,19.9,WAYPOINT,0,4
2026-04-01T21:53:16.103192,25.0,50.0,5.0,10.2,WAYPOINT,87,4
2026-04-01T21:53:16.289016,45.0,50.0,5.0,19.7,WAYPOINT,0,3
2026-04-01T21:53:17.006563,20.0,50.0,5.0,10.6,WAYPOINT,86,4
2026-04-01T21:53:17.227643,40.0,50.0,5.0,19.2,WAYPOINT,0,3
2026-04-01T21:53:18.103505,15.0,50.0,5.0,11.1,WAYPOINT,86,4
2026-04-01T21:53:18.207244,35.0,50.0,5.0,18.6,WAYPOINT,0,3
2026-04-01T21:53:18.918686,10.0,50.0,5.0,11.8,WAYPOINT,85,4
2026-04-01T21:53:19.107298,30.0,50.0,5.0,17.9,WAYPOINT,0,4
2026-04-01T21:53:19.895588,5.0,50.0,5.0,12.7,WAYPOINT,85,4
2026-04-01T21:53:20.115449,25.0,50.0,5.0,17.0,WAYPOINT,0,4
2026-04-01T21:53:21.087067,0.0,50.0,5.0,13.6,AUTO,84,3
2026-04-01T21:53:21.248779,20.0,50.0,5.0,16.0,WAYPOINT,0,4
2026-04-01T21:53:21.955729,0.0,45.0,5.0,14.6,AUTO,84,3
2026-04-01T21:53:22.118595,15.0,50.0,5.0,15.0,WAYPOINT,0,4
2026-04-01T21:53:22.948024,0.0,40.0,5.0,15.6,AUTO,83,3
2026-04-01T21:53:23.114778,10.0,50.0,5.0,14.0,WAYPOINT,0,4
2026-04-01T21:53:23.951655,0.0,35.0,5.0,16.6,AUTO,83,3
2026-04-01T21:53:24.153311,5.0,50.0,5.0,13.1,WAYPOINT,0,4
2026-04-01T21:53:24.930551,0.0,30.0,5.0,17.5,AUTO,82,4
2026-04-01T21:53:25.133950,0.0,50.0,5.0,12.2,AUTO,0,4
2026-04-01T21:53:26.057218,0.0,25.0,5.0,18.3,AUTO,82,4
2026-04-01T21:53:26.191834,0.0,45.0,5.0,11.4,AUTO,0,3
2026-04-01T21:53:26.962840,0.0,20.0,5.0,19.0,AUTO,81,4
2026-04-01T21:53:27.182894,0.0,40.0,5.0,10.8,AUTO,0,3
2026-04-01T21:53:27.938673,0.0,15.0,5.0,19.5,AUTO,81,4
2026-04-01T21:53:28.176876,0.0,35.0,5.0,10.4,AUTO,0,3
2026-04-01T21:53:28.924750,0.0,10.0,5.0,19.8,AUTO,80,4
2026-04-01T21:53:29.150573,0.0,30.0,5.0,10.1,AUTO,0,3
2026-04-01T21:53:29.935932,0.0,5.0,5.0,20.0,AUTO,80,4
2026-04-01T21:53:30.121281,0.0,25.0,5.0,10.0,AUTO,0,4
2026-04-01T21:53:31.044840,0.0,0.0,5.0,19.9,AUTO,79,4
2026-04-01T21:53:31.199443,0.0,20.0,5.0,10.1,AUTO,0,4
2026-04-01T21:53:31.980207,5.0,0.0,5.0,19.7,AUTO,79,3
2026-04-01T21:53:32.130508,0.0,15.0,5.0,10.4,AUTO,0,4
2026-04-01T21:53:32.958661,10.0,0.0,5.0,19.3,AUTO,78,3
2026-04-01T21:53:33.137454,0.0,10.0,5.0,10.9,AUTO,0,4
2026-04-01T21:53:33.961326,15.0,0.0,5.0,18.7,AUTO,78,3
2026-04-01T21:53:34.111479,0.0,5.0,5.0,11.6,AUTO,0,4
2026-04-01T21:53:34.943683,20.0,0.0,5.0,17.9,AUTO,77,4
2026-04-01T21:53:35.152400,0.0,0.0,5.0,12.4,AUTO,0,4
2026-04-01T21:53:35.919252,25.0,0.0,5.0,17.1,AUTO,77,4
2026-04-01T21:53:36.099830,5.0,0.0,5.0,13.3,AUTO,0,3
2026-04-01T21:53:37.029193,30.0,0.0,5.0,16.1,AUTO,76,4
2026-04-01T21:53:37.116138,10.0,0.0,5.0,14.3,AUTO,0,3
2026-04-01T21:53:37.965371,35.0,0.0,5.0,15.1,AUTO,76,4
2026-04-01T21:53:38.141290,15.0,0.0,5.0,15.3,AUTO,0,3
2026-04-01T21:53:38.975149,40.0,0.0,5.0,14.1,AUTO,75,4
2026-04-01T21:53:39.179231,20.0,0.0,5.0,16.2,AUTO,0,3
2026-04-01T21:53:39.951980,45.0,0.0,5.0,13.2,AUTO,75,4
2026-04-01T21:53:40.119559,25.0,0.0,5.0,17.2,AUTO,0,4
2026-04-01T21:53:40.990480,50.0,0.0,5.0,12.3,AUTO,74,4
2026-04-01T21:53:41.168658,30.0,0.0,5.0,18.0,AUTO,0,4
2026-04-01T21:53:42.229173,50.0,5.0,5.0,11.5,AUTO,74,3
2026-04-01T21:53:42.231493,35.0,0.0,5.0,18.8,AUTO,0,4
2026-04-01T21:53:42.916860,50.0,10.0,5.0,10.9,AUTO,73,3
2026-04-01T21:53:43.137222,40.0,0.0,5.0,19.3,AUTO,0,4
2026-04-01T21:53:43.934088,50.0,15.0,5.0,10.4,AUTO,73,3
2026-04-01T21:53:44.175237,45.0,0.0,5.0,19.7,AUTO,0,4
2026-04-01T21:53:44.962880,50.0,20.0,5.0,10.1,AUTO,72,3
2026-04-01T21:53:45.232824,50.0,0.0,5.0,20.0,AUTO,0,4
2026-04-01T21:53:45.964090,50.0,25.0,5.0,10.0,AUTO,72,4
2026-04-01T21:53:46.228454,50.0,5.0,5.0,20.0,AUTO,0,4
2026-04-01T21:53:46.943828,50.0,30.0,5.0,10.1,AUTO,71,4
2026-04-01T21:53:47.121144,50.0,10.0,5.0,19.8,AUTO,0,3
2026-04-01T21:53:47.971211,50.0,35.0,5.0,10.4,AUTO,71,4
2026-04-01T21:53:48.152248,50.0,15.0,5.0,19.4,AUTO,0,3
2026-04-01T21:53:48.976642,50.0,40.0,5.0,10.9,AUTO,70,4
2026-04-01T21:53:49.312386,50.0,20.0,5.0,18.9,AUTO,0,3
2026-04-01T21:53:49.946178,50.0,45.0,5.0,11.5,AUTO,70,4
2026-04-01T21:53:50.176306,50.0,25.0,5.0,18.2,AUTO,0,4
2026-04-01T21:53:51.159432,50.0,50.0,5.0,12.3,MANUAL,69,4
2026-04-01T21:53:51.159783,50.0,30.0,5.0,17.4,AUTO,0,4
2026-04-01T21:53:52.068958,45.0,50.0,5.0,13.2,MANUAL,69,4
2026-04-01T21:53:52.122222,50.0,35.0,5.0,16.4,AUTO,0,4
2026-04-01T21:53:53.015673,40.0,50.0,5.0,14.2,MANUAL,68,3
2026-04-01T21:53:53.160745,50.0,40.0,5.0,15.5,AUTO,0,4
2026-04-01T21:53:54.067915,35.0,50.0,5.0,15.2,MANUAL,68,3
2026-04-01T21:53:54.149854,50.0,45.0,5.0,14.5,AUTO,0,4
2026-04-01T21:53:55.037016,30.0,50.0,5.0,16.2,MANUAL,67,3
2026-04-01T21:53:55.189412,50.0,50.0,5.0,13.5,MANUAL,0,4
2026-04-01T21:53:55.987141,25.0,50.0,5.0,17.1,MANUAL,67,4
2026-04-01T21:53:56.154393,45.0,50.0,5.0,12.6,MANUAL,0,4
2026-04-01T21:53:57.032647,20.0,50.0,5.0,18.0,MANUAL,66,4
2026-04-01T21:53:57.222112,40.0,50.0,5.0,11.7,MANUAL,0,3
2026-04-01T21:53:57.959483,15.0,50.0,5.0,18.7,MANUAL,66,4
2026-04-01T21:53:58.141666,35.0,50.0,5.0,11.1,MANUAL,0,3
2026-04-01T21:53:58.957795,10.0,50.0,5.0,19.3,MANUAL,65,4
2026-04-01T21:53:59.244213,30.0,50.0,5.0,10.5,MANUAL,0,3
2026-04-01T21:53:59.967958,5.0,50.0,5.0,19.7,MANUAL,65,4
2026-04-01T21:54:00.263634,25.0,50.0,5.0,10.2,MANUAL,0,3
2026-04-01T21:54:00.954990,0.0,50.0,5.0,20.0,MANUAL,64,4
2026-04-01T21:54:01.224260,20.0,50.0,5.0,10.0,MANUAL,0,4
2026-04-01T21:54:02.015617,0.0,45.0,5.0,20.0,MANUAL,64,4
2026-04-01T21:54:02.134848,15.0,50.0,5.0,10.0,MANUAL,0,4
2026-04-01T21:54:03.180647,0.0,40.0,5.0,19.8,MANUAL,63,3
2026-04-01T21:54:03.292048,10.0,50.0,5.0,10.3,MANUAL,0,4
2026-04-01T21:54:04.146894,0.0,35.0,5.0,19.5,MANUAL,63,3
2026-04-01T21:54:04.271009,5.0,50.0,5.0,10.7,MANUAL,0,4
2026-04-01T21:54:05.235664,0.0,30.0,5.0,18.9,MANUAL,62,3
2026-04-01T21:54:05.236434,0.0,50.0,5.0,11.3,MANUAL,0,4
2026-04-01T21:54:06.071367,0.0,25.0,5.0,18.3,MANUAL,62,3
2026-04-01T21:54:06.196481,0.0,45.0,5.0,12.0,MANUAL,0,4
2026-04-01T21:54:07.143828,0.0,20.0,5.0,17.4,MANUAL,61,4
2026-04-01T21:54:07.385661,0.0,40.0,5.0,12.9,MANUAL,0,4
2026-04-01T21:54:07.985770,0.0,15.0,5.0,16.5,MANUAL,61,4
2026-04-01T21:54:08.225746,0.0,35.0,5.0,13.9,MANUAL,0,3
2026-04-01T21:54:08.974821,0.0,10.0,5.0,15.5,MANUAL,60,4
2026-04-01T21:54:09.455071,0.0,30.0,5.0,14.8,MANUAL,0,3
2026-04-01T21:54:10.024380,0.0,5.0,5.0,14.5,MANUAL,60,4
2026-04-01T21:54:10.147165,0.0,25.0,5.0,15.8,MANUAL,0,3
2026-04-01T21:54:11.005948,0.0,0.0,5.0,13.6,MANUAL,59,4
2026-04-01T21:54:11.225256,0.0,20.0,5.0,16.8,MANUAL,0,4
2026-04-01T21:54:12.023836,5.0,0.0,5.0,12.6,MANUAL,59,4
2026-04-01T21:54:12.154554,0.0,15.0,5.0,17.7,MANUAL,0,4
2026-04-01T21:54:13.217961,10.0,0.0,5.0,11.8,MANUAL,58,4
2026-04-01T21:54:13.269274,0.0,10.0,5.0,18.5,MANUAL,0,4
2026-04-01T21:54:13.963851,15.0,0.0,5.0,11.1,MANUAL,58,3
2026-04-01T21:54:14.147481,0.0,5.0,5.0,19.1,MANUAL,0,4
2026-04-01T21:54:15.070783,20.0,0.0,5.0,10.6,MANUAL,57,3
2026-04-01T21:54:15.190363,0.0,0.0,5.0,19.6,MANUAL,0,4
2026-04-01T21:54:16.043156,25.0,0.0,5.0,10.2,MANUAL,57,3
2026-04-01T21:54:16.182819,5.0,0.0,5.0,19.9,MANUAL,0,4
2026-04-01T21:54:17.057051,30.0,0.0,5.0,10.0,MANUAL,56,4
2026-04-01T21:54:17.316137,10.0,0.0,5.0,20.0,MANUAL,0,4
2026-04-01T21:54:17.946278,35.0,0.0,5.0,10.0,MANUAL,56,4
2026-04-01T21:54:18.144341,15.0,0.0,5.0,19.9,MANUAL,0,3
2026-04-01T21:54:18.962859,40.0,0.0,5.0,10.3,MANUAL,55,4
2026-04-01T21:54:19.150583,20.0,0.0,5.0,19.6,MANUAL,0,3
2026-04-01T21:54:19.972145,45.0,0.0,5.0,10.7,MANUAL,55,4
2026-04-01T21:54:20.137744,25.0,0.0,5.0,19.1,MANUAL,0,3
2026-04-01T21:54:21.000609,50.0,0.0,5.0,11.2,MANUAL,54,4
2026-04-01T21:54:21.174456,30.0,0.0,5.0,18.5,MANUAL,0,3
2026-04-01T21:54:22.257457,50.0,5.0,5.0,12.0,MANUAL,54,4
2026-04-01T21:54:22.262392,35.0,0.0,5.0,17.7,MANUAL,0,4
2026-04-01T21:54:23.064587,50.0,10.0,5.0,12.8,MANUAL,53,4
2026-04-01T21:54:23.185789,40.0,0.0,5.0,16.8,MANUAL,0,4
2026-04-01T21:54:23.952427,50.0,15.0,5.0,13.8,MANUAL,53,3
2026-04-01T21:54:24.159436,45.0,0.0,5.0,15.9,MANUAL,0,4
2026-04-01T21:54:24.982963,50.0,20.0,5.0,14.8,MANUAL,52,3
2026-04-01T21:54:25.243523,50.0,0.0,5.0,14.9,MANUAL,0,4
2026-04-01T21:54:25.996825,50.0,25.0,5.0,15.7,MANUAL,52,3
2026-04-01T21:54:26.160384,50.0,5.0,5.0,13.9,MANUAL,0,4
2026-04-01T21:54:27.056138,50.0,30.0,5.0,16.7,MANUAL,51,4
2026-04-01T21:54:27.301198,50.0,10.0,5.0,12.9,MANUAL,0,4
2026-04-01T21:54:27.980667,50.0,35.0,5.0,17.6,MANUAL,51,4
2026-04-01T21:54:28.159880,50.0,15.0,5.0,12.1,MANUAL,0,4
2026-04-01T21:54:28.958621,50.0,40.0,5.0,18.4,MANUAL,50,4
2026-04-01T21:54:29.183687,50.0,20.0,5.0,11.3,MANUAL,0,3
2026-04-01T21:54:29.975899,50.0,45.0,5.0,19.1,MANUAL,50,4
2026-04-01T21:54:30.162293,50.0,25.0,5.0,10.7,MANUAL,0,3
2026-04-01T21:54:30.991665,50.0,50.0,5.0,19.6,MANUAL,49,4
2026-04-01T21:54:31.229253,50.0,30.0,5.0,10.3,MANUAL,0,3
2026-04-01T21:54:31.991103,45.0,50.0,5.0,19.9,MANUAL,49,4
2026-04-01T21:54:32.255784,50.0,35.0,5.0,10.1,MANUAL,0,4
2026-04-01T21:54:32.977064,40.0,50.0,5.0,20.0,MANUAL,48,4
2026-04-01T21:54:33.254730,50.0,40.0,5.0,10.0,MANUAL,0,4
2026-04-01T21:54:34.081477,35.0,50.0,5.0,19.9,MANUAL,48,3
2026-04-01T21:54:34.238377,50.0,45.0,5.0,10.2,MANUAL,0,4
2026-04-01T21:54:34.987282,30.0,50.0,5.0,19.6,MANUAL,47,3
2026-04-01T21:54:35.178089,50.0,50.0,5.0,10.5,MANUAL,0,4
2026-04-01T21:54:36.042329,25.0,50.0,5.0,19.2,MANUAL,47,3
2026-04-01T21:54:36.193829,45.0,50.0,5.0,11.0,MANUAL,0,4
2026-04-01T21:54:37.305866,20.0,50.0,5.0,18.6,MANUAL,46,3
2026-04-01T21:54:37.404195,40.0,50.0,5.0,11.7,MANUAL,0,4
2026-04-01T21:54:37.998422,15.0,50.0,5.0,17.8,MANUAL,46,4
2026-04-01T21:54:38.182630,35.0,50.0,5.0,12.5,MANUAL,0,4
2026-04-01T21:54:38.983200,10.0,50.0,5.0,16.9,MANUAL,45,4
2026-04-01T21:54:39.170287,30.0,50.0,5.0,13.5,MANUAL,0,3
2026-04-01T21:54:40.036651,5.0,50.0,5.0,15.9,MANUAL,45,4
2026-04-01T21:54:40.191644,25.0,50.0,5.0,14.4,MANUAL,0,3
2026-04-01T21:54:41.065743,0.0,50.0,5.0,15.0,MANUAL,44,4
2026-04-01T21:54:41.197850,20.0,50.0,5.0,15.4,MANUAL,0,3
2026-04-01T21:54:41.999674,0.0,45.0,5.0,14.0,MANUAL,44,4
2026-04-01T21:54:42.180581,15.0,50.0,5.0,16.4,MANUAL,0,3
2026-04-01T21:54:43.105238,0.0,40.0,5.0,13.0,MANUAL,43,4
2026-04-01T21:54:43.226565,10.0,50.0,5.0,17.3,MANUAL,0,4
2026-04-01T21:54:44.067023,0.0,35.0,5.0,12.1,MANUAL,43,4
2026-04-01T21:54:44.308390,5.0,50.0,5.0,18.2,MANUAL,0,4
2026-04-01T21:54:45.026754,0.0,30.0,5.0,11.4,MANUAL,42,3
2026-04-01T21:54:45.279216,0.0,50.0,5.0,18.9,MANUAL,0,4
2026-04-01T21:54:46.102679,0.0,25.0,5.0,10.8,MANUAL,42,3
2026-04-01T21:54:46.224852,0.0,45.0,5.0,19.4,MANUAL,0,4
2026-04-01T21:54:47.187685,0.0,20.0,5.0,10.3,MANUAL,41,3
2026-04-01T21:54:47.304109,0.0,40.0,5.0,19.8,MANUAL,0,4
2026-04-01T21:54:48.024080,0.0,15.0,5.0,10.1,MANUAL,41,4
2026-04-01T21:54:48.248096,0.0,35.0,5.0,20.0,MANUAL,0,4
2026-04-01T21:54:49.121155,0.0,10.0,5.0,10.0,MANUAL,40,4
2026-04-01T21:54:49.243864,0.0,30.0,5.0,20.0,MANUAL,0,4
2026-04-01T21:54:50.083729,0.0,5.0,5.0,10.1,MANUAL,40,4
2026-04-01T21:54:50.226429,0.0,25.0,5.0,19.8,MANUAL,0,3
2026-04-01T21:54:51.402721,0.0,0.0,5.0,10.5,WAYPOINT,39,4
2026-04-01T21:54:51.403503,0.0,20.0,5.0,19.4,MANUAL,0,3
2026-04-01T21:54:52.018011,5.0,0.0,5.0,11.0,WAYPOINT,39,4
2026-04-01T21:54:52.243319,0.0,15.0,5.0,18.8,MANUAL,0,3
2026-04-01T21:54:53.082998,10.0,0.0,5.0,11.7,WAYPOINT,38,4
2026-04-01T21:54:53.265171,0.0,10.0,5.0,18.1,MANUAL,0,4
2026-04-01T21:54:54.164375,15.0,0.0,5.0,12.5,WAYPOINT,38,4
2026-04-01T21:54:54.188516,0.0,5.0,5.0,17.2,MANUAL,0,4
2026-04-01T21:54:55.011203,20.0,0.0,5.0,13.4,WAYPOINT,37,3
2026-04-01T21:54:55.361761,0.0,0.0,5.0,16.3,WAYPOINT,0,4
2026-04-01T21:54:56.081214,25.0,0.0,5.0,14.3,WAYPOINT,37,3
2026-04-01T21:54:56.313613,5.0,0.0,5.0,15.3,WAYPOINT,0,4
2026-04-01T21:54:57.043322,30.0,0.0,5.0,15.3,WAYPOINT,36,3
2026-04-01T21:54:57.283630,10.0,0.0,5.0,14.3,WAYPOINT,0,4
2026-04-01T21:54:58.004190,35.0,0.0,5.0,16.3,WAYPOINT,36,3
