timestamp,x,y,velocity,altitude,mode,battery,signal
2026-04-02T09:25:12.079601,0.0,,,,,,
2026-04-02T09:25:12.080072,0.0,0.0,,,,,
2026-04-02T09:25:12.080908,0.0,0.0,5.0,,,,
2026-04-02T09:25:12.080955,0.0,0.0,5.0,15.0,,,
2026-04-02T09:25:12.081244,0.0,0.0,5.0,15.0,MANUAL,,
2026-04-02T09:25:12.081416,0.0,0.0,5.0,15.0,MANUAL,99,
2026-04-02T09:25:12.082191,0.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:25:12.470032,5.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:25:12.820840,5.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:25:12.821693,5.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:25:12.821909,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:25:12.823355,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:25:12.823543,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:25:12.823688,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:25:13.693899,10.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:25:13.696144,10.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:25:13.696359,10.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:25:13.696533,10.0,0.0,5.0,16.9,MANUAL,99,3
2026-04-02T09:25:13.696694,10.0,0.0,5.0,16.9,MANUAL,99,3
2026-04-02T09:25:13.696847,10.0,0.0,5.0,16.9,MANUAL,99,3
2026-04-02T09:25:13.696981,10.0,0.0,5.0,16.9,MANUAL,99,4
2026-04-02T09:25:14.534592,15.0,0.0,5.0,16.9,MANUAL,99,4
2026-04-02T09:25:14.535105,15.0,0.0,5.0,16.9,MANUAL,99,4
2026-04-02T09:25:14.540683,15.0,0.0,5.0,16.9,MANUAL,99,4
2026-04-02T09:25:14.541067,15.0,0.0,5.0,17.8,MANUAL,99,4
2026-04-02T09:25:14.542315,15.0,0.0,5.0,17.8,MANUAL,99,4
2026-04-02T09:25:14.542574,15.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:25:14.897420,15.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:25:20.724292,20.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:25:20.726296,20.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:25:20.726431,20.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:25:21.025724,20.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:25:21.025987,20.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:25:21.026170,20.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:25:21.026376,20.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:25:22.312810,25.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:25:22.315060,25.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:25:22.315210,25.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:25:22.315324,25.0,0.0,5.0,19.2,MANUAL,98,4
2026-04-02T09:25:22.611846,25.0,0.0,5.0,19.2,MANUAL,98,4
2026-04-02T09:25:22.612008,25.0,0.0,5.0,19.2,MANUAL,98,4
2026-04-02T09:25:22.612121,25.0,0.0,5.0,19.2,MANUAL,98,4
2026-04-02T09:25:22.612232,30.0,0.0,5.0,19.2,MANUAL,98,4
2026-04-02T09:25:22.612334,30.0,0.0,5.0,19.2,MANUAL,98,4
