timestamp,x,y,velocity,altitude,mode,battery,signal
2026-04-02T09:17:24.369572,0.0,,,,,,
2026-04-02T09:17:24.687471,0.0,0.0,,,,,
2026-04-02T09:17:24.688481,0.0,0.0,5.0,,,,
2026-04-02T09:17:24.688609,0.0,0.0,5.0,15.0,,,
2026-04-02T09:17:24.691314,0.0,0.0,5.0,15.0,MANUAL,,
2026-04-02T09:17:24.691621,0.0,0.0,5.0,15.0,MANUAL,99,
2026-04-02T09:17:24.692444,0.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:17:25.409483,5.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:17:25.729930,5.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:17:25.730435,5.0,0.0,5.0,15.0,MANUAL,99,3
2026-04-02T09:17:25.730865,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:17:25.731057,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:17:25.731231,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:17:25.732894,5.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:17:26.379830,10.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:17:26.697428,10.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:17:26.697820,10.0,0.0,5.0,16.0,MANUAL,99,3
2026-04-02T09:17:26.698228,10.0,0.0,5.0,16.9,MANUAL,99,3
2026-04-02T09:17:26.698456,10.0,0.0,5.0,16.9,MANUAL,99,3
2026-04-02T09:17:26.698772,10.0,0.0,5.0,16.9,MANUAL,98,3
2026-04-02T09:17:26.700815,10.0,0.0,5.0,16.9,MANUAL,98,4
2026-04-02T09:17:27.363076,15.0,0.0,5.0,16.9,MANUAL,98,4
2026-04-02T09:17:27.674812,15.0,0.0,5.0,16.9,MANUAL,98,4
2026-04-02T09:17:27.675365,15.0,0.0,5.0,16.9,MANUAL,98,4
2026-04-02T09:17:27.675572,15.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:17:27.677524,15.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:17:27.677735,15.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:17:27.677902,15.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:17:28.368588,20.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:17:28.880428,20.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:17:28.881084,20.0,0.0,5.0,17.8,MANUAL,98,4
2026-04-02T09:17:28.882356,20.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:17:28.882576,20.0,0.0,5.0,18.6,MANUAL,98,4
2026-04-02T09:17:28.882883,20.0,0.0,5.0,18.6,MANUAL,97,4
2026-04-02T09:17:28.883063,20.0,0.0,5.0,18.6,MANUAL,97,4
